,0
0,ZNF711
1,ZNF713
2,ZNF714
3,ZNF718
4,ZNF720
5,ZNF721
6,ZNF737
7,ZNF738
8,ZNF74
9,ZNF740
10,ZNF746
11,ZNF747
12,ZNF749
13,ZNF750
14,ZNF75A
15,ZNF75D
16,ZNF76
17,ZNF761
18,ZNF763
19,ZNF764
20,ZNF765
21,ZNF766
22,ZNF767P
23,ZNF768
24,ZNF77
25,ZNF770
26,ZNF772
27,ZNF773
28,ZNF776
29,ZNF777
30,ZNF778
31,ZNF780A
32,ZNF780B
33,ZNF782
34,ZNF784
35,ZNF785
36,ZNF786
37,ZNF787
38,ZNF788
39,ZNF789
40,ZNF79
41,ZNF790
42,ZNF791
43,ZNF792
44,ZNF793
45,ZNF799
46,ZNF8
47,ZNF800
48,ZNF805
49,ZNF808
50,ZNF81
51,ZNF813
52,ZNF814
53,ZNF816
54,ZNF821
55,ZNF823
56,ZNF827
57,ZNF83
58,ZNF830
59,ZNF836
60,ZNF839
61,ZNF84
62,ZNF841
63,ZNF844
64,ZNF845
65,ZNF846
66,ZNF85
67,ZNF853
68,ZNF860
69,ZNF862
70,ZNF879
71,ZNF880
72,ZNF90
73,ZNF91
74,ZNF92
75,ZNF93
76,ZNFX1
77,ZNHIT1
78,ZNHIT2
79,ZNHIT3
80,ZNHIT6
81,ZNRD1
82,ZNRF1
83,ZNRF2
84,ZNRF3
85,ZP3
86,ZPR1
87,ZRANB1
88,ZRANB2
89,ZRANB3
90,ZRSR2
91,ZSCAN12
92,ZSCAN16
93,ZSCAN18
94,ZSCAN2
95,ZSCAN20
96,ZSCAN21
97,ZSCAN22
98,ZSCAN25
99,ZSCAN26
100,ZSCAN29
101,ZSCAN30
102,ZSCAN31
103,ZSCAN32
104,ZSCAN9
105,ZSWIM1
106,ZSWIM3
107,ZSWIM4
108,ZSWIM5
109,ZSWIM6
110,ZSWIM7
111,ZSWIM8
112,ZUFSP
113,ZW10
114,ZWILCH
115,ZWINT
116,ZXDA
117,ZXDB
118,ZXDC
119,ZYG11A
120,ZYG11B
121,ZYX
122,ZZEF1
123,ZZZ3
