,0
0,uc001pyl.1
1,uc003pos.1
2,uc001wyr.2
3,uc009vvy.2
4,uc010kxq.2
5,uc002vxm.3
6,uc001art.2
7,uc002mdy.2
8,uc010xyp.1
9,uc001iio.1
10,uc011jzk.1
11,uc001whz.2
12,uc002vqa.2
13,uc010whn.1
14,uc003gsr.1
15,uc003mhv.2
16,uc010oik.1
17,uc002tfn.3
18,uc002qzu.2
19,uc001jvx.1
20,uc001ntp.1
21,uc001soo.1
22,uc010bzg.2
23,uc004byo.2
24,uc003dji.1
25,uc003ipp.3
26,uc003irr.1
27,uc001zwb.2
28,uc004fgw.3
29,uc001ids.2
30,uc001jqs.2
31,uc010tdk.1
32,uc011mtj.1
33,uc010kto.1
34,uc001tyq.3
35,uc003knx.1
36,uc002xuu.3
37,uc003qrp.2
38,uc003vrj.2
39,uc010caf.2
40,uc010fwf.2
41,uc002hhr.2
42,uc010kta.1
43,uc001zpy.1
44,uc010nnd.2
45,uc003cpn.3
46,uc010okm.1
47,uc011cdn.1
48,uc010ivm.1
49,uc003ymu.2
50,uc001vxj.2
51,uc003dig.2
52,uc002oqu.1
53,uc001dhk.2
54,uc001afz.1
55,uc009ymd.1
56,uc003ize.2
57,uc001mpi.2
58,uc001llm.2
59,uc010gvh.1
60,uc010hcc.1
61,uc003skl.1
62,uc010iia.1
63,uc010uxw.1
64,uc002xxc.2
65,uc003nah.1
66,uc001gyf.2
67,uc003hon.1
68,uc011ljb.1
69,uc002lxq.1
70,uc001idp.1
71,uc011buz.1
72,uc001hzh.2
73,uc009yos.2
74,uc001ocn.2
75,uc002zrq.2
76,uc001ajq.2
77,uc002mke.3
78,uc001ypq.3
79,uc001ddz.1
80,uc011bxm.1
81,uc001fwt.2
82,uc010ctj.2
83,uc009yrq.2
84,uc001xbf.1
85,uc010bot.2
86,uc001xsh.2
87,uc001sdn.1
88,uc003bsc.2
89,uc001bjc.2
90,uc010iac.1
91,uc001lvg.2
92,uc010zvp.1
93,uc002ama.2
94,uc003xui.2
95,uc010xvo.1
96,uc002amp.2
97,uc001wao.2
98,uc002ymz.2
99,uc002qxx.2
100,uc010bhg.1
101,uc010xdx.1
102,uc003eqx.1
103,uc003bgg.1
104,uc002ufz.2
105,uc004avs.2
106,uc001vgp.2
107,uc011luq.1
108,uc004diw.2
109,uc002dln.2
110,uc001jsl.2
111,uc002ysq.2
112,uc002beu.2
113,uc010ahj.1
114,uc003pbs.1
115,uc003hjy.2
116,uc003zcj.2
117,uc003qau.2
118,uc003gxj.3
119,uc002wde.1
120,uc001dtk.1
121,uc001fus.2
122,uc002pou.2
123,uc002ebm.2
124,uc010apo.2
125,uc003iwg.2
126,uc010mjp.1
127,uc002thl.1
128,uc001fks.2
129,uc002onp.2
130,uc003law.3
131,uc010dqz.2
132,uc001lpb.2
133,uc010puw.1
134,uc010bsm.2
135,uc001hbf.1
136,uc001twq.2
137,uc002zxk.3
138,uc003twe.2
139,uc002qkc.2
140,uc002ijw.2
141,uc001gem.2
142,uc011lfu.1
143,uc001ksk.2
144,uc001hhl.2
145,uc003nkh.2
146,uc001oec.1
147,uc010wgr.1
148,uc001loe.2
149,uc003wxf.1
150,uc001bsr.1
151,uc002cxo.1
152,uc002tsu.3
153,uc010pfl.1
154,uc003xkd.2
155,uc002krs.1
156,uc011jxk.1
157,uc010sic.1
158,uc003esm.2
159,uc002gws.2
160,uc010cpj.1
161,uc003jma.2
162,uc010xrf.1
163,uc010hzf.2
164,uc002fjo.2
165,uc002vuj.1
166,uc003cwl.3
167,uc004dyf.1
168,uc010bea.2
169,uc001fnv.1
170,uc001jbq.2
171,uc010voi.1
172,uc011dog.1
173,uc002esk.2
174,uc001pnu.2
